Entity,Code,Year,Gini coefficient
Gambia,GMB,1998,0.48519465
Gambia,GMB,2003,0.47331625
Gambia,GMB,2010,0.43568432
Gambia,GMB,2015,0.35918832
Gambia,GMB,2020,0.38757205
Georgia,GEO,1996,0.37132707
Georgia,GEO,1997,0.40696073
Georgia,GEO,1998,0.41250008
Georgia,GEO,1999,0.40149766
Georgia,GEO,2000,0.40478113
Georgia,GEO,2001,0.3957413
Georgia,GEO,2002,0.37249377
Georgia,GEO,2003,0.36655083
Georgia,GEO,2004,0.36175355
Georgia,GEO,2005,0.3737934
Georgia,GEO,2006,0.36868623
Georgia,GEO,2007,0.3811308
Georgia,GEO,2008,0.38534853
Georgia,GEO,2009,0.38237402
Georgia,GEO,2010,0.39461464
Georgia,GEO,2011,0.39595714
Georgia,GEO,2012,0.38954768
Georgia,GEO,2013,0.3858902
Georgia,GEO,2014,0.37554133
Georgia,GEO,2015,0.36503676
Georgia,GEO,2016,0.3663965
Georgia,GEO,2017,0.37939733
Georgia,GEO,2018,0.36411363
Georgia,GEO,2019,0.35900766
Georgia,GEO,2020,0.34465188
Georgia,GEO,2021,0.34178618
Germany,DEU,1991,0.29492873
Germany,DEU,1992,0.29031813
Germany,DEU,1993,0.2854154
Germany,DEU,1994,0.29159415
Germany,DEU,1995,0.28665972
Germany,DEU,1996,0.28020903
Germany,DEU,1997,0.28332725
Germany,DEU,1998,0.28148276
Germany,DEU,1999,0.2902921
Germany,DEU,2000,0.28780577
Germany,DEU,2001,0.29949388
Germany,DEU,2002,0.2986499
Germany,DEU,2003,0.2989323
Germany,DEU,2004,0.30164394
Germany,DEU,2005,0.3158797
Germany,DEU,2006,0.3104196
Germany,DEU,2007,0.31145447
Germany,DEU,2008,0.30904445
Germany,DEU,2009,0.30479428
Germany,DEU,2010,0.3025288
Germany,DEU,2011,0.30668032
Germany,DEU,2012,0.3105579
Germany,DEU,2013,0.31473666
Germany,DEU,2014,0.30871856
Germany,DEU,2015,0.31443062
Germany,DEU,2016,0.31390682
Germany,DEU,2017,0.31851348
Germany,DEU,2018,0.3179069
Germany,DEU,2019,0.31719428
Ghana,GHA,1987,0.35349578
Ghana,GHA,1988,0.3599354
Ghana,GHA,1991,0.3843723
Ghana,GHA,1998,0.40072626
Ghana,GHA,2005,0.42765537
Ghana,GHA,2012,0.42373204
Ghana,GHA,2016,0.4352088
Greece,GRC,1995,0.36975572
Greece,GRC,2000,0.34239194
Greece,GRC,2003,0.32762337
Greece,GRC,2004,0.3359099
Greece,GRC,2005,0.3459823
Greece,GRC,2006,0.35123804
Greece,GRC,2007,0.33953574
Greece,GRC,2008,0.33589363
Greece,GRC,2009,0.33619058
Greece,GRC,2010,0.34103328
Greece,GRC,2011,0.3484941
Greece,GRC,2012,0.36251
Greece,GRC,2013,0.36127362
Greece,GRC,2014,0.35809505
Greece,GRC,2015,0.3600026
Greece,GRC,2016,0.3495864
Greece,GRC,2017,0.34352022
Greece,GRC,2018,0.32891205
Greece,GRC,2019,0.33104455
Greece,GRC,2020,0.33560613
Guatemala,GTM,1986,0.58256906
Guatemala,GTM,1989,0.59598774
Guatemala,GTM,2000,0.5417652
Guatemala,GTM,2006,0.5457072
Guatemala,GTM,2014,0.48278588
Guinea,GIN,1991,0.4684305
Guinea,GIN,1994,0.4608161
Guinea,GIN,2002,0.43004164
Guinea,GIN,2007,0.39355347
Guinea,GIN,2012,0.33729705
Guinea,GIN,2018,0.29591954
Guinea-Bissau,GNB,1993,0.43610227
Guinea-Bissau,GNB,2002,0.35569745
Guinea-Bissau,GNB,2010,0.5066424
Guinea-Bissau,GNB,2018,0.34765232
Guyana,GUY,1998,0.4511814
Haiti,HTI,2001,0.5947662
Haiti,HTI,2012,0.41103774
Honduras,HND,1989,0.5949015
Honduras,HND,1990,0.5735673
Honduras,HND,1991,0.5185067
Honduras,HND,1992,0.51828456
Honduras,HND,1993,0.53467447
Honduras,HND,1994,0.5501017
Honduras,HND,1995,0.55485475
Honduras,HND,1996,0.55721563
Honduras,HND,1997,0.52734
Honduras,HND,1998,0.5742543
Honduras,HND,1999,0.5535134
Honduras,HND,2001,0.55360717
Honduras,HND,2002,0.55730957
Honduras,HND,2003,0.5812125
Honduras,HND,2004,0.5813391
Honduras,HND,2005,0.5951159
Honduras,HND,2006,0.5754278
Honduras,HND,2007,0.5582031
Honduras,HND,2008,0.55499905
Honduras,HND,2009,0.51283324
Honduras,HND,2010,0.5308707
Honduras,HND,2011,0.5255979
Honduras,HND,2012,0.5337071
Honduras,HND,2013,0.49959752
Honduras,HND,2014,0.49878585
Honduras,HND,2015,0.49249893
Honduras,HND,2016,0.4981186
Honduras,HND,2017,0.49445528
Honduras,HND,2018,0.48937786
Honduras,HND,2019,0.48168167
Honduras (urban),,1986,0.5509303
Hungary,HUN,1987,0.20960031
Hungary,HUN,1989,0.2504778
Hungary,HUN,1991,0.29633954
Hungary,HUN,1993,0.27940974
Hungary,HUN,1994,0.33289394
Hungary,HUN,1998,0.26381922
Hungary,HUN,1999,0.276354
Hungary,HUN,2000,0.2722058
Hungary,HUN,2001,0.26924485
Hungary,HUN,2002,0.2683789
Hungary,HUN,2003,0.30925757
Hungary,HUN,2004,0.30022427
Hungary,HUN,2005,0.3019102
Hungary,HUN,2006,0.28958917
Hungary,HUN,2007,0.31155092
Hungary,HUN,2008,0.27514043
Hungary,HUN,2009,0.2695964
Hungary,HUN,2010,0.29444227
Hungary,HUN,2011,0.29158342
Hungary,HUN,2012,0.30804187
Hungary,HUN,2013,0.31504104
Hungary,HUN,2014,0.30917662
Hungary,HUN,2015,0.3040823
Hungary,HUN,2016,0.30327618
Hungary,HUN,2017,0.30584124
Hungary,HUN,2018,0.29612043
Hungary,HUN,2019,0.29950473
Hungary,HUN,2020,0.29713073
Iceland,ISL,2003,0.26836038
Iceland,ISL,2004,0.2798214
Iceland,ISL,2005,0.29002446
Iceland,ISL,2006,0.3024515
Iceland,ISL,2007,0.2947096
Iceland,ISL,2008,0.3178928
Iceland,ISL,2009,0.2865641
Iceland,ISL,2010,0.2617162
Iceland,ISL,2011,0.26830798
Iceland,ISL,2012,0.26769423
Iceland,ISL,2013,0.25402915
Iceland,ISL,2014,0.27800417
Iceland,ISL,2015,0.26787972
Iceland,ISL,2016,0.27241105
Iceland,ISL,2017,0.2613158
India,IND,1977,0.33336645
India,IND,1983,0.32100993
India,IND,1987,0.32574165
India,IND,1993,0.31696185
India,IND,2004,0.34406307
India,IND,2009,0.35380337
India,IND,2011,0.35712585
India,IND,2015,0.34705412
India,IND,2016,0.34772223
India,IND,2017,0.3593948
India,IND,2018,0.34584644
India,IND,2019,0.3502112
India,IND,2020,0.3477095
India,IND,2021,0.34214914
India (rural),,1977,0.34195656
India (rural),,1983,0.3005934
India (rural),,1987,0.30133688
India (rural),,1993,0.28586566
India (rural),,2004,0.30453578
India (rural),,2009,0.29950303
India (rural),,2011,0.3112752
India (rural),,2015,0.31263804
India (rural),,2016,0.3101153
India (rural),,2017,0.31273302
India (rural),,2018,0.31053358
India (rural),,2019,0.3239082
India (rural),,2020,0.3193041
India (rural),,2021,0.30807373
India (urban),,1977,0.3574155
India (urban),,1983,0.33326876
India (urban),,1987,0.35569307
India (urban),,1993,0.3438523
India (urban),,2004,0.37635174
India (urban),,2009,0.39347973
India (urban),,2011,0.3901443
India (urban),,2015,0.37879863
India (urban),,2016,0.3829257
India (urban),,2017,0.39578882
India (urban),,2018,0.36215827
India (urban),,2019,0.3719933
India (urban),,2020,0.3732479
India (urban),,2021,0.37060717
Indonesia,IDN,1984,0.3345598
Indonesia,IDN,1987,0.3140377
Indonesia,IDN,1990,0.32271257
Indonesia,IDN,1993,0.331628
Indonesia,IDN,1996,0.35625136
Indonesia,IDN,1998,0.32181433
Indonesia,IDN,1999,0.32078046
Indonesia,IDN,2000,0.29458433
Indonesia,IDN,2001,0.3002393
Indonesia,IDN,2002,0.32833797
Indonesia,IDN,2003,0.330267
Indonesia,IDN,2004,0.3385328
Indonesia,IDN,2005,0.34057844
Indonesia,IDN,2006,0.35300556
Indonesia,IDN,2007,0.3666469
Indonesia,IDN,2008,0.36060256
Indonesia,IDN,2009,0.3599317
Indonesia,IDN,2010,0.37205338
Indonesia,IDN,2011,0.4045815
Indonesia,IDN,2012,0.40459642
Indonesia,IDN,2013,0.4079118
Indonesia,IDN,2014,0.40175667
Indonesia,IDN,2015,0.4039737
Indonesia,IDN,2016,0.39300278
Indonesia,IDN,2017,0.38785264
Indonesia,IDN,2018,0.38410378
Indonesia,IDN,2019,0.37610123
Indonesia,IDN,2020,0.37605485
Indonesia,IDN,2021,0.3791565
Indonesia,IDN,2022,0.37919053
Indonesia (rural),,1984,0.29214716
Indonesia (rural),,1987,0.27729326
Indonesia (rural),,1990,0.26455078
Indonesia (rural),,1993,0.2600183
Indonesia (rural),,1996,0.27587208
Indonesia (rural),,1998,0.2568415
Indonesia (rural),,1999,0.24756536
Indonesia (rural),,2000,0.24101526
Indonesia (rural),,2001,0.23902634
Indonesia (rural),,2002,0.2553382
Indonesia (rural),,2003,0.25358707
Indonesia (rural),,2004,0.26531112
Indonesia (rural),,2005,0.27902848
Indonesia (rural),,2006,0.28917173
Indonesia (rural),,2007,0.30114937
Indonesia (rural),,2008,0.29982853
Indonesia (rural),,2009,0.29499847
Indonesia (rural),,2010,0.31533307
Indonesia (rural),,2011,0.3409647
Indonesia (rural),,2012,0.329824
Indonesia (rural),,2013,0.32049862
Indonesia (rural),,2014,0.31914413
Indonesia (rural),,2015,0.33418453
Indonesia (rural),,2016,0.32655323
Indonesia (rural),,2017,0.32045445
Indonesia (rural),,2018,0.32444188
Indonesia (rural),,2019,0.3168654
Indonesia (rural),,2020,0.31669113
Indonesia (rural),,2021,0.3153389
Indonesia (rural),,2022,0.31383035
Indonesia (urban),,1984,0.3329345
Indonesia (urban),,1987,0.3277565
Indonesia (urban),,1990,0.3466288
Indonesia (urban),,1993,0.3535324
Indonesia (urban),,1996,0.37549615
Indonesia (urban),,1998,0.33776075
Indonesia (urban),,1999,0.35375032
Indonesia (urban),,2000,0.31650257
Indonesia (urban),,2001,0.31758693
Indonesia (urban),,2002,0.33938208
Indonesia (urban),,2003,0.3401206
Indonesia (urban),,2004,0.34305668
Indonesia (urban),,2005,0.34189805
Indonesia (urban),,2006,0.35517496
Indonesia (urban),,2007,0.37075886
Indonesia (urban),,2008,0.3671704
Indonesia (urban),,2009,0.3720203
Indonesia (urban),,2010,0.38204768
Indonesia (urban),,2011,0.42216945
Indonesia (urban),,2012,0.42480853
Indonesia (urban),,2013,0.43106535
Indonesia (urban),,2014,0.42765263
Indonesia (urban),,2015,0.42753065
Indonesia (urban),,2016,0.41031516
Indonesia (urban),,2017,0.4068613
Indonesia (urban),,2018,0.4005402
Indonesia (urban),,2019,0.3921567
Indonesia (urban),,2020,0.3925719
Indonesia (urban),,2021,0.40063065
Indonesia (urban),,2022,0.403278
Iran,IRN,1986,0.4741964
Iran,IRN,1990,0.43604776
Iran,IRN,1994,0.4299837
Iran,IRN,1998,0.44095644
Iran,IRN,2005,0.43558642
Iran,IRN,2006,0.44752038
Iran,IRN,2009,0.42050025
Iran,IRN,2013,0.3735951
Iran,IRN,2014,0.38783294
Iran,IRN,2015,0.39471003
Iran,IRN,2016,0.39965197
Iran,IRN,2017,0.4080294
Iran,IRN,2018,0.420033
Iran,IRN,2019,0.4093597
Iraq,IRQ,2006,0.28600612
Iraq,IRQ,2012,0.29541856
Ireland,IRL,1987,0.35466203
Ireland,IRL,1994,0.36914206
Ireland,IRL,1995,0.3704509
Ireland,IRL,1996,0.35622135
Ireland,IRL,2000,0.33005205
Ireland,IRL,2002,0.32290256
Ireland,IRL,2003,0.32887623
Ireland,IRL,2004,0.33609638
Ireland,IRL,2005,0.33754012
Ireland,IRL,2006,0.32727954
Ireland,IRL,2007,0.31946772
Ireland,IRL,2008,0.30906218
Ireland,IRL,2009,0.32682547
Ireland,IRL,2010,0.32297096
Ireland,IRL,2011,0.32874694
Ireland,IRL,2012,0.33220753
Ireland,IRL,2013,0.33489192
Ireland,IRL,2014,0.31876454
Ireland,IRL,2015,0.3182154
Ireland,IRL,2016,0.32807598
Ireland,IRL,2017,0.31359804
Ireland,IRL,2018,0.30602926
Ireland,IRL,2019,0.308315
Ireland,IRL,2020,0.29228526
Israel,ISR,1979,0.36329976
Israel,ISR,1986,0.3649054
Israel,ISR,1992,0.35507256
Israel,ISR,1997,0.38097107
Israel,ISR,2001,0.38947663
Israel,ISR,2002,0.39559424
Israel,ISR,2003,0.4072257
Israel,ISR,2004,0.414563
Israel,ISR,2005,0.42267624
Israel,ISR,2006,0.4155532
Israel,ISR,2007,0.41098633
Israel,ISR,2008,0.4164268
Israel,ISR,2009,0.4263395
Israel,ISR,2010,0.42527026
Israel,ISR,2011,0.41444165
Israel,ISR,2012,0.41609597
Israel,ISR,2013,0.40224823
Israel,ISR,2014,0.3975749
Israel,ISR,2015,0.3971953
Israel,ISR,2016,0.39013016
Israel,ISR,2017,0.38202065
Israel,ISR,2018,0.38577175
Italy,ITA,1986,0.32516408
Italy,ITA,1987,0.34546974
Italy,ITA,1989,0.32573316
Italy,ITA,1991,0.31468326
Italy,ITA,1993,0.35537887
Italy,ITA,1995,0.35238063
Italy,ITA,1998,0.36660787
Italy,ITA,2000,0.3525281
Italy,ITA,2003,0.34931308
Italy,ITA,2004,0.34295115
Italy,ITA,2005,0.33833605
Italy,ITA,2006,0.33697397
Italy,ITA,2007,0.32890737
Italy,ITA,2008,0.33770102
Italy,ITA,2009,0.33835772
Italy,ITA,2010,0.3472131
Italy,ITA,2011,0.35057214
Italy,ITA,2012,0.3515561
Italy,ITA,2013,0.3491185
Italy,ITA,2014,0.3465733
Italy,ITA,2015,0.35397437
Italy,ITA,2016,0.3524625
Italy,ITA,2017,0.35928002
Italy,ITA,2018,0.35222572
Italy,ITA,2019,0.34587252
Italy,ITA,2020,0.35244223
Jamaica,JAM,1988,0.43155026
Jamaica,JAM,1990,0.41113734
Jamaica,JAM,1993,0.35673422
Jamaica,JAM,1996,0.40394902
Jamaica,JAM,1999,0.44080198
Jamaica,JAM,2002,0.48315963
Jamaica,JAM,2004,0.45457473
Japan,JPN,2008,0.34842315
Japan,JPN,2010,0.3210032
Japan,JPN,2013,0.3285473
Jordan,JOR,1986,0.3606143
Jordan,JOR,1992,0.43362623
Jordan,JOR,1997,0.36420557
Jordan,JOR,2002,0.36954618
Jordan,JOR,2006,0.33856255
Jordan,JOR,2008,0.3257345
Jordan,JOR,2010,0.3365573
Kazakhstan,KAZ,1993,0.32665735
Kazakhstan,KAZ,1996,0.35378307
Kazakhstan,KAZ,2001,0.35964757
Kazakhstan,KAZ,2002,0.3481114
Kazakhstan,KAZ,2003,0.33691478
Kazakhstan,KAZ,2004,0.3183876
Kazakhstan,KAZ,2005,0.39826038
Kazakhstan,KAZ,2006,0.30243865
Kazakhstan,KAZ,2007,0.30084056
Kazakhstan,KAZ,2008,0.28496444
Kazakhstan,KAZ,2009,0.28208867
Kazakhstan,KAZ,2010,0.27954513
Kazakhstan,KAZ,2011,0.27983844
Kazakhstan,KAZ,2012,0.2816882
Kazakhstan,KAZ,2013,0.2706543
Kazakhstan,KAZ,2014,0.2701586
Kazakhstan,KAZ,2015,0.26803666
Kazakhstan,KAZ,2016,0.27225325
Kazakhstan,KAZ,2017,0.27450275
Kazakhstan,KAZ,2018,0.27792874
Kenya,KEN,1992,0.57460964
Kenya,KEN,1994,0.4310857
Kenya,KEN,1997,0.44983077
Kenya,KEN,2005,0.46452925
Kenya,KEN,2015,0.40775773
Kenya,KEN,2020,0.36246458
Kenya,KEN,2021,0.3870376
Kiribati,KIR,2006,0.36973003
Kiribati,KIR,2019,0.27832702
Kosovo,OWID_KOS,2003,0.28953856
Kosovo,OWID_KOS,2005,0.3123823
Kosovo,OWID_KOS,2006,0.30321634
Kosovo,OWID_KOS,2009,0.31781715
Kosovo,OWID_KOS,2010,0.33254302
Kosovo,OWID_KOS,2011,0.27831748
Kosovo,OWID_KOS,2012,0.28972268
Kosovo,OWID_KOS,2013,0.2630659
Kosovo,OWID_KOS,2014,0.2727017
Kosovo,OWID_KOS,2015,0.26454154
Kosovo,OWID_KOS,2016,0.26721144
Kosovo,OWID_KOS,2017,0.29012942
Kyrgyzstan,KGZ,1998,0.46371982
Kyrgyzstan,KGZ,2000,0.31035012
Kyrgyzstan,KGZ,2001,0.3016398
Kyrgyzstan,KGZ,2002,0.30302387
Kyrgyzstan,KGZ,2003,0.28708646
Kyrgyzstan,KGZ,2004,0.3477343
Kyrgyzstan,KGZ,2005,0.3256143
Kyrgyzstan,KGZ,2006,0.3738124
Kyrgyzstan,KGZ,2007,0.3391182
Kyrgyzstan,KGZ,2008,0.31450686
Kyrgyzstan,KGZ,2009,0.29874915
Kyrgyzstan,KGZ,2010,0.30133915
Kyrgyzstan,KGZ,2011,0.27839863
Kyrgyzstan,KGZ,2012,0.27357274
Kyrgyzstan,KGZ,2013,0.28815484
Kyrgyzstan,KGZ,2014,0.26819003
Kyrgyzstan,KGZ,2015,0.28997916
Kyrgyzstan,KGZ,2016,0.2678077
Kyrgyzstan,KGZ,2017,0.2733501
Kyrgyzstan,KGZ,2018,0.27690327
Kyrgyzstan,KGZ,2019,0.29701224
Kyrgyzstan,KGZ,2020,0.28989273
Laos,LAO,1992,0.34309775
Laos,LAO,1997,0.3489544
Laos,LAO,2002,0.32620108
Laos,LAO,2007,0.35361034
Laos,LAO,2012,0.35963547
Laos,LAO,2018,0.38802433
Latvia,LVA,1993,0.26993132
Latvia,LVA,1995,0.30977488
Latvia,LVA,1996,0.31641865
Latvia,LVA,1997,0.34392592
Latvia,LVA,1998,0.33264852
Latvia,LVA,2002,0.35091233
Latvia,LVA,2003,0.36528602
Latvia,LVA,2004,0.3495713
Latvia,LVA,2005,0.38981482
Latvia,LVA,2006,0.35602766
Latvia,LVA,2007,0.3604693
Latvia,LVA,2008,0.35817897
Latvia,LVA,2009,0.3483174
Latvia,LVA,2010,0.3503441
Latvia,LVA,2011,0.35774368
Latvia,LVA,2012,0.35237688
Latvia,LVA,2013,0.3550057
Latvia,LVA,2014,0.35115233
Latvia,LVA,2015,0.34204435
Latvia,LVA,2016,0.3432963
Latvia,LVA,2017,0.35571936
Latvia,LVA,2018,0.3509615
Latvia,LVA,2019,0.3448954
Latvia,LVA,2020,0.35704768
Lebanon,LBN,2011,0.3183245
Lesotho,LSO,1986,0.5601606
Lesotho,LSO,1994,0.6324037
Lesotho,LSO,2002,0.5157492
Lesotho,LSO,2017,0.44879702
Liberia,LBR,2007,0.36477745
Liberia,LBR,2014,0.33237883
Liberia,LBR,2016,0.3526546
Lithuania,LTU,1993,0.33641136
Lithuania,LTU,1996,0.32260323
Lithuania,LTU,1998,0.32103118
Lithuania,LTU,1999,0.32015237
Lithuania,LTU,2000,0.31674933
Lithuania,LTU,2001,0.32012275
Lithuania,LTU,2002,0.31915566
Lithuania,LTU,2003,0.35456488
Lithuania,LTU,2004,0.35204017
Lithuania,LTU,2005,0.35302207
Lithuania,LTU,2006,0.34418988
Lithuania,LTU,2007,0.3479719
Lithuania,LTU,2008,0.37055656
Lithuania,LTU,2009,0.37225989
Lithuania,LTU,2010,0.33619305
Lithuania,LTU,2011,0.32491052
Lithuania,LTU,2012,0.3509868
Lithuania,LTU,2013,0.35311148
Lithuania,LTU,2014,0.37681442
Lithuania,LTU,2015,0.37375224
Lithuania,LTU,2016,0.38391206
Lithuania,LTU,2017,0.372897
Lithuania,LTU,2018,0.35707808
Lithuania,LTU,2019,0.35253152
Lithuania,LTU,2020,0.35957366
Luxembourg,LUX,1985,0.26294357
Luxembourg,LUX,1986,0.28112763
Luxembourg,LUX,1987,0.2954707
Luxembourg,LUX,1988,0.28827298
Luxembourg,LUX,1989,0.30814338
Luxembourg,LUX,1990,0.2770192
Luxembourg,LUX,1991,0.2717853
Luxembourg,LUX,1992,0.27309504
Luxembourg,LUX,1993,0.27047905
Luxembourg,LUX,1994,0.28147867
Luxembourg,LUX,1995,0.28301048
Luxembourg,LUX,1996,0.29043368
Luxembourg,LUX,1997,0.2957325
Luxembourg,LUX,1998,0.30605367
Luxembourg,LUX,1999,0.30041057
Luxembourg,LUX,2000,0.30102962
Luxembourg,LUX,2001,0.30926323
Luxembourg,LUX,2002,0.3098299
Luxembourg,LUX,2003,0.30187473
Luxembourg,LUX,2004,0.30172697
Luxembourg,LUX,2005,0.30840808
Luxembourg,LUX,2006,0.3094812
Luxembourg,LUX,2007,0.3113375
Luxembourg,LUX,2008,0.32561544
Luxembourg,LUX,2009,0.3119692
Luxembourg,LUX,2010,0.3050438
Luxembourg,LUX,2011,0.3205412
Luxembourg,LUX,2012,0.3434715
Luxembourg,LUX,2013,0.32036045
Luxembourg,LUX,2014,0.3115832
Luxembourg,LUX,2015,0.32922232
Luxembourg,LUX,2016,0.31727982
Luxembourg,LUX,2017,0.34515738
Luxembourg,LUX,2018,0.35368094
Luxembourg,LUX,2019,0.34241262
Luxembourg,LUX,2020,0.3337364
Madagascar,MDG,1980,0.4684885
Madagascar,MDG,1993,0.45255697
Madagascar,MDG,1997,0.39468354
Madagascar,MDG,1999,0.3860748
Madagascar,MDG,2001,0.4743543
Madagascar,MDG,2005,0.3993718
Madagascar,MDG,2010,0.42417488
Madagascar,MDG,2012,0.4264818
Malawi,MWI,1997,0.6575557
Malawi,MWI,2004,0.3987346
Malawi,MWI,2010,0.45475972
Malawi,MWI,2016,0.44694307
Malawi,MWI,2019,0.38543174
Malaysia,MYS,1984,0.48624814
Malaysia,MYS,1987,0.47041836
Malaysia,MYS,1989,0.46168503
Malaysia,MYS,1992,0.47653726
Malaysia,MYS,1995,0.48522672
Malaysia,MYS,1997,0.49149662
Malaysia,MYS,2003,0.46416202
Malaysia,MYS,2006,0.4475235
Malaysia,MYS,2008,0.45479712
Malaysia,MYS,2011,0.43943596
Malaysia,MYS,2013,0.41348827
Malaysia,MYS,2015,0.410664
Malaysia,MYS,2018,0.41176775
Maldives,MDV,2002,0.41312027
Maldives,MDV,2009,0.38372764
Maldives,MDV,2016,0.31285647
Maldives,MDV,2019,0.2928509
Mali,MLI,1994,0.50441235
Mali,MLI,2001,0.39867282
Mali,MLI,2006,0.38929963
Mali,MLI,2009,0.33037955
Mali,MLI,2018,0.3596336
Malta,MLT,2006,0.28019977
Malta,MLT,2007,0.2920774
Malta,MLT,2008,0.28995508
Malta,MLT,2009,0.30244797
Malta,MLT,2010,0.29025868
Malta,MLT,2011,0.2914259
Malta,MLT,2012,0.2936045
Malta,MLT,2013,0.28843665
Malta,MLT,2014,0.29020345
Malta,MLT,2015,0.29433772
Malta,MLT,2016,0.29089114
Malta,MLT,2017,0.2923224
Malta,MLT,2018,0.28665087
Malta,MLT,2019,0.3104208
Malta,MLT,2020,0.3140378
Marshall Islands,MHL,2019,0.35482943
Mauritania,MRT,1987,0.43939015
Mauritania,MRT,1993,0.5005156
Mauritania,MRT,1995,0.37747362
Mauritania,MRT,2000,0.39028475
Mauritania,MRT,2004,0.4016877
Mauritania,MRT,2008,0.35685378
Mauritania,MRT,2014,0.3261935
Mauritius,MUS,2006,0.3565342
Mauritius,MUS,2012,0.384654
Mauritius,MUS,2017,0.36761206
Mexico,MEX,1984,0.4852701
Mexico,MEX,1989,0.50631666
Mexico,MEX,1992,0.52611816
Mexico,MEX,1994,0.5280892
Mexico,MEX,1996,0.5355028
Mexico,MEX,1998,0.51678383
Mexico,MEX,2000,0.5258397
Mexico,MEX,2002,0.50088656
Mexico,MEX,2004,0.50030077
Mexico,MEX,2005,0.5012036
Mexico,MEX,2006,0.48936054
Mexico,MEX,2008,0.49883848
Mexico,MEX,2010,0.4721391
Mexico,MEX,2012,0.48713467
Mexico,MEX,2014,0.4872244
Mexico,MEX,2016,0.47677714
Mexico,MEX,2018,0.46706957
Mexico,MEX,2020,0.4539873
Micronesia (country),FSM,2005,0.423558
Micronesia (country),FSM,2013,0.40057632
Micronesia (country) (urban),,2000,0.6326197
Moldova,MDA,1997,0.36942145
Moldova,MDA,1998,0.3951855
Moldova,MDA,1999,0.42624205
Moldova,MDA,2000,0.36425692
Moldova,MDA,2001,0.37989193
Moldova,MDA,2002,0.3584591
Moldova,MDA,2003,0.34902084
Moldova,MDA,2004,0.35029566
Moldova,MDA,2005,0.36280838
Moldova,MDA,2006,0.35400927
Moldova,MDA,2007,0.34421042
Moldova,MDA,2008,0.34692442
Moldova,MDA,2009,0.32910907
Moldova,MDA,2010,0.3205092
Moldova,MDA,2011,0.30628577
Moldova,MDA,2012,0.2915884
Moldova,MDA,2013,0.2853416
Moldova,MDA,2014,0.26833853
Moldova,MDA,2015,0.27028158
Moldova,MDA,2016,0.26345387
Moldova,MDA,2017,0.25899243
Moldova,MDA,2018,0.25661647
Moldova,MDA,2019,0.26016647
Moldova,MDA,2021,0.25731638
Mongolia,MNG,1995,0.3319534
Mongolia,MNG,1998,0.30271962
Mongolia,MNG,2002,0.32892948
Mongolia,MNG,2007,0.3582187
Mongolia,MNG,2010,0.33081213
Mongolia,MNG,2011,0.33883506
Mongolia,MNG,2012,0.33751616
Mongolia,MNG,2014,0.3203779
Mongolia,MNG,2016,0.32345733
Mongolia,MNG,2018,0.3274099
Montenegro,MNE,2005,0.30217275
Montenegro,MNE,2006,0.3003536
Montenegro,MNE,2007,0.3144807
Montenegro,MNE,2008,0.30487993
Montenegro,MNE,2009,0.31008518
Montenegro,MNE,2010,0.28893095
Montenegro,MNE,2011,0.30819854
Montenegro,MNE,2012,0.32273737
Montenegro,MNE,2013,0.32442936
Montenegro,MNE,2014,0.31926522
Montenegro,MNE,2015,0.39005032
Montenegro,MNE,2016,0.38487947
Montenegro,MNE,2017,0.36906824
Montenegro,MNE,2018,0.36811927
Morocco,MAR,1984,0.39186636
Morocco,MAR,1990,0.39206904
Morocco,MAR,1998,0.39353913
Morocco,MAR,2000,0.40637007
Morocco,MAR,2006,0.40718302
Morocco,MAR,2013,0.39548507
Mozambique,MOZ,1996,0.53559864
Mozambique,MOZ,2002,0.4703907
Mozambique,MOZ,2008,0.45578337
Mozambique,MOZ,2014,0.5399668
Mozambique,MOZ,2019,0.5045398
Myanmar,MMR,2015,0.3806851
Myanmar,MMR,2017,0.3069687
Namibia,NAM,2003,0.6331876
Namibia,NAM,2009,0.60965174
Namibia,NAM,2015,0.5906661
Nauru,NRU,2012,0.3236158
Nepal,NPL,1984,0.3005754
Nepal,NPL,1995,0.35207018
Nepal,NPL,2003,0.43768105
Nepal,NPL,2010,0.32840586
Netherlands,NLD,1983,0.28366053
Netherlands,NLD,1987,0.26771623
Netherlands,NLD,1990,0.31090072
Netherlands,NLD,1993,0.3043498
Netherlands,NLD,1999,0.28063396
Netherlands,NLD,2004,0.29800025
Netherlands,NLD,2005,0.2904823
Netherlands,NLD,2006,0.30043328
Netherlands,NLD,2007,0.2959278
Netherlands,NLD,2008,0.29298013
Netherlands,NLD,2009,0.27881998
Netherlands,NLD,2010,0.2784525
Netherlands,NLD,2011,0.27750087
Netherlands,NLD,2012,0.2762093
Netherlands,NLD,2013,0.2810648
Netherlands,NLD,2014,0.2863142
Netherlands,NLD,2015,0.2824158
Netherlands,NLD,2016,0.2817357
Netherlands,NLD,2017,0.2853582
Netherlands,NLD,2018,0.2812108
Netherlands,NLD,2019,0.29248333
Netherlands,NLD,2020,0.2599421
Nicaragua,NIC,1993,0.49061748
Nicaragua,NIC,1998,0.44997308
Nicaragua,NIC,2001,0.42998204
Nicaragua,NIC,2005,0.40531987
Nicaragua,NIC,2009,0.43942162
Nicaragua,NIC,2014,0.46156293
Niger,NER,1992,0.36097544
Niger,NER,1994,0.41525966
Niger,NER,2005,0.44425443
Niger,NER,2007,0.37304455
