"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Algeria","DZA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8828.87447349486","8517.37696170516","8471.5276053104","8109.88355918664","7869.27027171901","8013.12344209486","8195.86047951226","8147.87819801799","8435.03565835831","8584.07149611223","8786.19034999369","8926.11013383805","9299.68213365682","9835.16170946118","10114.7255553923","10566.3728388815","10592.2471115583","10775.5321067078","10847.1766343021","10824.5763614132","11007.7466060999","11113.9688922379","11270.701045131","11360.6376117058","11561.259795238","11751.6341191101","11888.322966871","11809.4830333846","11725.8777414874","11627.2799176185","10844.7707638851","11029.1387822365","11198.2334828027","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2192.84259942564","2323.51242839753","2522.1348723249","2743.56615901133","2981.12542320375","3222.51948536612","3460.12900295256","3642.95789309753","3625.12146610126","3793.46388080732","4028.71583758811","4246.4919377413","4527.62437089027","4867.71014429452","5244.95442010514","5686.36569926426","6220.56785821469","6888.44592970792","7390.54347985652","7870.46993987946","8556.91887291756","9184.52103041697","9782.11447883315","10383.3489405823","10992.8143932414","11620.2650299001","12271.3948881789","12977.8526920327","13719.2024862657","14418.3190381281","14452.354842451","15418.655335487","15942.2052131988","",
"Early-demographic dividend","EAR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4553.57064176935","4643.73114301551","4730.46447362243","4793.39575776008","4858.68987459481","4914.54147046159","5100.78850992577","5229.35280537793","5243.44710462121","5283.71804284883","5419.30601126012","5404.03357870122","5434.2111877689","5645.26136907505","5901.06204444302","6157.53271610609","6433.30993341155","6706.38750751065","6837.2980311513","6841.54703492718","7177.72232862402","7424.1710619073","7648.99296491169","7873.41652516043","8123.82059659425","8414.39514029131","8722.55846289536","9029.88668090302","9293.75090405565","9426.09361265145","8941.04808188407","9468.02699207109","9913.75305863863","",
"East Asia & Pacific","EAS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5159.89874626078","5362.98665899652","5565.17441138227","5775.22023739866","6047.48101256288","6354.83249625818","6668.23612424331","6882.5732648862","6792.99700137194","6997.7548069294","7330.63173335996","7531.28403980827","7835.25004483061","8199.48907563776","8653.94177443763","9140.36610264892","9711.11763905876","10418.688011889","10853.3887121695","11128.4927213198","11940.8575291514","12556.0533364869","13151.8342049342","13772.4953402545","14369.2536521603","14982.7191734977","15617.4882255243","16337.9705022103","17065.3228724927","17709.8825999861","17601.1836026379","18645.2743168571","19194.568870049","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15438.3369670728","14517.5189713704","12850.432432039","11922.0049878797","10450.9126793733","10149.5075860984","10038.2505585129","10265.4892614564","10079.7402133171","10325.6717625751","11185.0839779095","11536.2911327966","12160.0096630351","13013.5712958366","14088.8572509871","15062.1751288868","16261.8273117655","17513.1304892506","18184.5862867628","16959.2391090966","17778.7923484754","18741.4750497456","19338.6626334182","19933.987341049","20100.3123804625","20040.1768307599","20221.3065408037","20859.5373341139","21412.6440297233","21794.5680876489","21403.6396286662","22852.7989780745","22996.0531922087","",
"Europe & Central Asia","ECS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23525.4251336811","23241.5372093588","22630.2677377561","22160.6218680438","21967.2868490896","22278.4253783637","22566.3240222332","23178.3608295676","23636.7419680507","24274.6732567129","25399.198186309","25987.3684550947","26476.585564392","27054.8389564511","28025.3130524065","28839.5914040839","30048.7607639617","31242.2195649619","31604.631270456","29983.0618260466","30728.2107138209","31520.5871173631","31624.1048268094","31838.4916276852","32258.8483898652","32689.8539979291","33155.625975379","34060.4865275436","34756.4374934698","35332.4107450784","33528.6370798684","35683.4515540439","36711.4700778828","",
"Ecuador","ECU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8120.00116107894","8281.08717484198","8279.56827624721","8277.15450046203","8466.24874504874","8496.69673222444","8487.08619825399","8697.35372634099","8825.48697397826","8263.37726959497","8211.71125413845","8395.83265754095","8589.28386673127","8670.21073976421","9220.32540947744","9542.22499460196","9792.42181991219","9836.41910460756","10284.9542658843","10170.6509379627","10355.8226596754","10988.7221081401","11424.1523292447","11806.9238358507","12073.8104194928","11908.215784299","11587.8253010112","11679.4302342769","11608.4190498367","11390.2169659569","10356.9742017158","10668.7582914222","10859.2178291137","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6291.70540544353","6210.926319336","6339.66888417392","6375.51818007426","6481.66605278578","6635.53670589456","6817.99213434677","7039.09285126634","7273.87499620372","7552.87949322564","7869.2594929951","7981.6226843489","8003.28081905415","8088.21640231251","8249.86804918611","8449.5252202254","8853.76128535594","9298.05053647559","9770.22119807634","10028.7333042594","10333.2755662437","10286.0101966952","10279.8604215552","10264.0641579955","10318.6509217013","10534.8822044455","10765.8288009465","10995.0056689479","11363.3180205488","11780.9620965028","11989.5992514646","12180.4516452436","12780.7598676582","",
"Euro area","EMU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32410.8959319608","33128.5073637813","33453.840445941","33087.4086488848","33793.6002138325","34533.3421249903","35053.6318147608","35938.2495721927","36953.8167709836","37935.3947407805","39280.6974978116","40032.5057282812","40248.0510513645","40352.4690242008","41069.3533812394","41571.5245883648","42740.4658279019","43819.5515517261","43796.4602997027","41652.4726465093","42417.7103690354","43182.9733570769","42681.787853087","42425.8544043934","42869.5441807293","43625.1317309711","44322.235681197","45397.788129354","46112.555141545","46802.1147338063","43819.4950182808","46457.9779486988","47867.7544722822","",
"Eritrea","ERI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27543.221532287","28172.6735983209","28295.5388508814","27858.8373193481","28387.2935252068","29041.6084538504","29690.3554166727","30660.8638932625","31875.6366671907","33172.3013141028","34756.7433745749","35873.871877676","36336.6366389235","36749.5276570597","37248.824604171","37962.4176178036","38857.4850499945","39519.8386999597","39239.388210022","37429.7665392627","37318.5331693426","36883.3229775247","35768.7434292721","35382.5335464273","35983.8075711698","37394.055186298","38497.48491577","39550.1890761123","40276.9081639705","40782.2350436035","36051.4185775262","38319.2905451595","40223.0125356769","",
"Estonia","EST","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12730.7174142214","13558.5685292989","15503.8448315578","16332.8199308887","16215.5789517586","17765.2075336124","18952.1070075434","20364.0087374035","22049.6827903416","23691.1529865284","26096.9883386237","28814.9203164655","31140.5798350899","29621.7645299993","25337.175235261","26015.7463509325","27990.136407635","28997.3228845385","29525.1188635117","30494.0963031973","31038.8046287051","32008.9343566614","33821.93290847","34979.8670494407","36153.4319482746","35883.265325261","38717.6961505119","37711.8188349466","",
"Ethiopia","ETH","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","767.170418557348","683.034734393377","598.922751835545","655.213218113545","653.886731910509","671.541028680957","731.184621788006","730.874982016494","684.33263093824","698.193425297066","719.004435514051","756.272564393651","745.53779452733","708.53266368312","781.913516744977","849.847673325314","915.673438327061","991.883400804938","1068.13800881515","1130.03184035037","1236.47940941404","1336.06695076749","1411.13592886177","1518.1437623013","1629.18906979629","1750.6727312872","1864.48766816335","1987.96875367138","2067.45649659251","2181.65887703263","2253.23578832192","2319.1610634343","2381.16578430493","",
"European Union","EUU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28535.1948209186","28838.1475133953","29038.8701677133","28798.3598678485","29493.6826033519","30260.8541684861","30821.9889411312","31565.3122614585","32459.5173320867","33330.9612186768","34590.8416004468","35327.4373875158","35691.2895387087","35952.9547459985","36810.7305602625","37443.8155797432","38689.6349155162","39845.6932999086","40066.0065642239","38261.8944392066","38990.7562663559","39795.4848529357","39457.7172044423","39321.1851184718","39883.332981366","40748.2782933053","41485.7294735214","42665.4637497011","43556.3298240378","44370.9192790211","41824.2701420455","44410.5897397979","45977.4026861299","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4875.90615343917","4360.04559900147","4123.34776788662","3794.13671268994","3344.54871135275","3163.24805264809","3116.33365078174","3159.8740220865","3229.88483499893","3259.27535032912","3371.94653565194","3467.13314061632","3546.63993033708","3545.40410526043","3863.84066368374","3986.96370886116","4142.97857793736","4316.01712694365","4417.28273441873","4321.82911211395","4498.86456398625","4429.6238303644","4604.43234665864","4651.72730849928","4594.81996291536","4562.09496831355","4597.43239407249","4637.77846535044","4674.04882566277","4684.83299984303","4350.95811386868","4348.41160179441","4214.42245379466","",
"Finland","FIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32939.3832880618","30831.6088058571","29648.7439434243","29310.3070704183","30340.8238404135","31499.80577579","32548.0151553704","34506.7718790729","36293.3915600144","37795.0577604714","39894.1944569685","40842.3417724243","41439.019233448","42168.6934671901","43724.9661225981","44786.9096643071","46412.2003478176","48664.265707071","48817.989492787","44662.100140396","45874.6613021399","46825.8248388831","45952.246383366","45328.5753218041","44976.7764487708","45072.5902146238","46206.7878130494","47570.133583848","48048.5246160501","48583.4339897935","47371.2175698728","48614.8203098492","49275.1537762966","",
"Fiji","FJI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7889.87857725648","7633.79330111131","8078.59011542495","8226.2136397977","8628.20323853477","8827.79986400784","9201.68408718683","8909.38571419783","8921.25588630205","9594.63697204944","9328.58130318814","9415.50237885171","9618.80618330387","9619.74647786218","10031.5572282965","10006.7669139259","10097.9616640164","9927.02230030624","9961.51229138346","9772.74360120078","10019.4125012392","10254.3588048022","10368.2158396057","10830.6102180965","11411.1836716589","11903.5016135142","12179.070677301","12822.0135997922","13311.1668940929","13241.5460279107","10961.8469533848","10379.5673188798","12388.1085288836","",
"France","FRA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33843.0203949502","33898.2340398527","34269.2834434525","33906.2218602936","34576.3418099744","35176.6221101421","35546.5832844174","36247.6042941415","37409.3954906364","38490.040182087","39726.4884007159","40220.1008603728","40381.4595325319","40425.6380520509","41265.1269211355","41638.0317796772","42362.985412525","43123.5011328544","42993.0595165288","41544.0226065122","42145.6819456785","42862.415796739","42789.0519131717","42813.9335350732","43021.3946358903","43345.7864281559","43705.1475593257","44577.0645745394","45245.9608684875","45922.7947390313","42344.9458934579","44941.4369050246","45904.4112972518","",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2925.35863300248","3085.55706118044","3132.31228636244","3287.08639346605","3184.98773413855","3362.55190067552","3242.1135428148","3036.07409427882","3114.96590406808","3154.01382999129","3301.44399221148","3365.80507514816","3382.88634218891","3441.81622246098","3346.78885222303","3430.45603734712","3447.53281265201","3407.989652172","3351.24196882471","3414.1311180889","3500.35575528881","3601.95694339402","3523.44765295823","3382.01253824188","3291.45411539635","3429.80219963929","3446.10036657234","3522.34936744575","3513.92616981209","3540.84378746852","3420.51603737521","3320.91129045119","3263.66519152845","",
"Gabon","GAB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17559.0061141964","18134.816075693","17109.4015608026","17318.1622609072","17497.6498228656","17903.7821563099","18091.0472921874","18655.6530438937","18825.3611700472","16716.3720684957","15987.0890848748","15907.8643345026","15453.0495552866","15379.622091738","15062.6403187925","15028.3676284766","14177.0879324268","14570.7549444887","13646.6176222541","13221.7656654831","13682.8475255477","14145.6508031578","14367.9999147727","14655.3655518015","14785.3986692256","14892.0357902738","14783.0781171838","14478.1303050188","14254.4616972272","14478.0017220931","13903.2889546654","13822.5091601456","13939.7868122861","",
"United Kingdom","GBR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30657.8394269888","30226.0281120209","30265.3016966546","30944.5793462248","32053.0041227871","32777.6531929358","33538.4729668632","35099.7018680392","36192.4795088081","37178.0440244495","38645.3351710832","39489.579891956","40027.4174026658","41095.1071999006","41853.477403346","42705.5481156907","43404.4011732276","44196.2556431564","43750.8011263323","41417.2561615428","42013.8237579989","42164.1183962835","42505.4419276806","42978.466136879","44026.5280117337","44648.8424051544","45162.9958506662","46048.2000506645","46412.5401946736","46909.0770276433","41895.8251486161","45567.569324889","47587.1673459552","",
"Georgia","GEO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11135.4628892798","8724.29049929185","4769.99652400785","3346.56802542595","3045.04248414422","3243.84621344181","3740.48545328952","4268.69527327204","4511.48880328071","4737.405515582","4919.23187995616","5236.22280631371","5572.62200637586","6230.82190884126","6632.81426469502","7315.19848048057","8049.90605481459","9109.89774086377","9358.61458957779","9097.42124780979","9735.15793517655","10535.907156318","11294.8612042373","11738.5095090656","12254.1259497562","12605.1400698178","12963.7439586374","13589.7073915159","14253.4089858441","14989.2581602038","13966.3263350166","15486.6589806215","17078.3409616702","",
"Ghana","GHA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2299.63879373958","2360.51271399971","2391.98674931802","2447.40867864445","2469.24163620256","2512.11226717745","2568.07042375309","2613.72547096007","2671.26621430921","2721.60301274861","2752.16477326633","2787.12561648713","2833.58842124609","2901.10787290517","2982.88747185112","3075.96273112226","3187.57643715953","3240.59260789284","3447.2747779802","3523.78938662628","3709.39576125858","4128.56017880333","4402.54595248917","4610.02791537354","4628.90141332145","4616.6194141642","4662.01147392713","4929.56795405121","5125.24948962186","5345.94159228145","5263.52660401553","5420.79216846808","5480.32998341512","",
"Gibraltar","GIB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1507.19852171108","1485.43523257058","1485.42135545714","1512.97986209867","1526.25563562168","1552.4916641942","1576.42386701666","1624.34639883496","1651.99871778219","1676.71821195582","1685.27633120194","1724.43550335996","1785.57330458595","1767.79103886493","1771.04529789842","1788.38965350193","1772.71497743235","1850.63720336728","1881.26979064008","1815.31577684347","1856.49018906203","1912.81785663076","1976.95808935598","2005.381908404","2028.51478090374","2053.11160155314","2217.10930694606","2383.57886733462","2471.71900224002","2545.14020149994","2604.11723403951","2640.34419092978","2699.12885475889","",
"Gambia, The","GMB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2080.15808488147","2059.83204921195","2047.02755975861","2034.40165285504","1974.05572890563","1933.30983350226","1919.26029714201","1955.31729759107","1965.27714488359","2030.69648045484","2081.22229631874","2139.55657990598","2011.85403220335","2089.62102955405","2173.15936437648","2060.52281922672","1988.09700181441","1986.39596364259","2046.13421736956","2115.6148228584","2172.19383717868","1934.727946418","1974.09405665285","1969.77695028352","1885.14203449669","1905.82299441223","1889.13802091669","1927.0399420242","2012.59077029834","2083.3090583462","2042.62028935163","2076.5664341973","2113.61484432613","",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1998.17320635701","2057.17430226274","2020.74183698318","1997.07637874528","1998.83653550317","2035.22378303484","2224.74865276944","2324.84382558608","1641.0307488382","1627.07534982556","1681.40622921676","1681.95601479356","1628.73032720414","1600.67090793725","1606.58214269355","1635.41433981726","1632.50514634058","1643.37689899939","1652.88436103853","1665.20079276997","1697.4955890648","1787.07396932316","1710.02376978071","1718.8620748877","1690.09113550982","1748.02923262025","1811.30097094519","1872.30928139809","1851.88654557709","1890.53310322385","1803.6305907651","1831.38322880208","1855.11197273144","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936.419750712983","893.097340978738","1159.73862159234","1240.90857302862","1394.78646468269","1578.04943987662","2530.19877032525","6084.62307492645","7242.22492560601","8749.4258683878","9890.81773740153","15389.1559944404","17534.8470755054","19081.9262331196","25164.153285585","28075.1780756811","28879.3520851043","31770.0147878693","35688.6470720477","34479.8948330445","29944.2618032545","30502.6004688321","31680.6597401383","29143.0218017857","28106.1983886504","24563.5006044462","21566.0570482721","19617.8447053636","17764.9696298828","16240.3698101562","15045.5287073838","14730.6003329332","14918.2967315542","",
"Greece","GRC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24262.7373250742","24716.4104088167","24700.0235477878","24162.2669406838","24522.4197736024","24920.6209181168","25521.168727063","26534.3800658841","27415.5070768487","28149.7217911165","29133.7131559614","30180.0949545865","31249.261851059","32981.2088290864","34564.7615519701","34670.034793907","36519.8897565996","37619.4978019048","37394.0103729729","35691.7912413931","33693.2114765963","30318.4046680383","28322.5730581368","27810.9112255691","28129.9613244489","28260.3866739065","28239.9192063819","28604.8609402657","29141.1743829385","29720.1704007204","27009.2072991312","29630.9288474715","31704.4256099332","",
"Grenada","GRD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8571.96740286013","8628.79490859199","8446.80035485758","8189.51100755856","8247.40424926105","8351.31430598166","8656.57919745823","9030.20130869679","10029.70555848","10659.0618507902","11116.6951967943","10840.8463061928","11182.9172237457","12183.9655187295","12019.3071533206","13523.8790835536","12897.6912158282","13597.1848422133","13634.1331408848","12645.7868133316","12493.9930216064","12493.247207814","12243.0721828164","12420.230545267","13216.0769225232","13948.6993000428","14351.3938731312","14870.0314945401","15401.7802153048","15394.0304271941","13175.5217421008","13688.2977093101","14462.9367349445","",
"Greenland","GRL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5561.07068412655","5611.54226479013","5730.64595343889","5805.70952757189","5891.32743906363","6033.04269462534","6064.02081733548","6181.17234432379","6338.33807417112","6428.04797639113","6499.88328517311","6493.60646967771","6589.73707436894","6612.66987730145","6676.70453318824","6753.68253599957","6972.38159210706","7269.2062604465","7365.2804361703","7262.50010896451","7335.98897429945","7503.67465594417","7590.75546737921","7734.11770732066","7939.37437823934","8125.65553391647","8206.04798668298","8322.21680991504","8469.11528803522","8673.00201631063","8389.10673604404","8927.30195533989","9162.05278751063","",
"Guam","GUM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4818.39307303241","5131.0255621208","5522.39037208163","5956.33434418292","6444.22575192994","6749.16722554286","7267.90179857727","7700.34820275438","7556.18329532171","7766.34079471802","7649.95762196821","7816.53435148924","7899.72247696","7847.31170119423","7971.43919026004","7823.27574356807","8239.13337510142","8853.17913103104","9036.89459370924","9399.30709069206","9831.819758244","10394.1532438963","10946.4661637725","11293.948395644","11427.9242889176","11446.8015212967","11819.1414701729","12193.6216799111","12374.2075726458","12820.5032128074","18430.6014714079","21925.222154889","35634.6889104126","",
"High income","HIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31786.3261752207","32014.7656520242","32434.2586982124","32611.2070954651","33451.3071559598","34206.3263234606","35018.0821681134","35990.7278362642","36751.7613050103","37742.8389535546","39090.356055142","39449.5485620379","39825.159546504","40498.4009125924","41679.9329092161","42632.8756800006","43696.2660124021","44589.3125574589","44546.0951000087","42770.6329783959","43814.6887963007","44570.4376611533","44928.6717498085","45332.5852569839","46041.7414588948","46891.4273727565","47504.208097187","48417.5528406126","49334.3604551356","49994.8169839324","47666.6927393327","50378.1822445329","51743.6772254042","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28797.7030873198","30188.3631834329","31802.424271292","33199.3485273367","34419.3821852336","34545.5482434271","34452.9960486417","35909.8164634952","33516.4235187134","34029.9737981029","36316.2721330418","36251.7849017246","36689.5277634845","37885.5806834656","40861.7161529314","43689.3580987291","46462.4932576489","49042.811891598","49787.6284247217","48458.8527113399","51359.7991111693","53471.8029758358","53783.9529746655","55229.6304626321","56358.0490951869","57214.7041467325","58098.4050432038","59842.2129961658","61055.3296945359","59592.0344814547","55892.1109747094","60037.4458768956","58478.8815196858","",
"Honduras","HND","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3912.70204526407","3678.26200900127","3793.71111916006","3928.3717157575","3827.99310550091","3953.10242520846","3916.74138559872","3985.10763367328","4020.58580484357","3886.98547402139","4058.02886183231","4058.1116426846","4101.27699177832","4179.42286445425","4330.73931777835","4482.75768557457","4665.76729221371","4842.42277095403","4936.86907633085","4714.67926445949","4790.10957270128","4874.87358351561","4978.07402348643","5020.93686421229","5079.70344966707","5180.18669368863","5287.25283047757","5447.69879159062","5561.26253321236","5613.66058791544","5028.14510891989","5572.17698802611","5709.12420809714","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1843.55203666212","1811.94746534659","1751.19111002246","1713.81284540905","1665.22271387476","1700.5530167757","1738.7503265698","1791.73927730876","1802.77104383909","1808.68757674364","1814.08309154031","1838.06693999282","1845.24955936585","1865.79151810259","1915.91870821128","1967.8932396031","2026.37677126049","2081.29217100864","2138.05501301712","2151.92427898933","2220.82343271781","2249.23634362541","2255.7292895151","2316.9467830037","2382.02934238102","2421.14204867771","2460.65935833779","2508.64848594235","2537.17288484828","2572.2002117508","2505.34777244251","2529.43802172774","2578.814520149","",
"Croatia","HRV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15087.560153655","16220.9028182779","17305.8506264889","17705.5823152328","17630.0479703792","18331.1767964219","19644.7774150887","20775.9822830211","21933.1159073465","22843.5336907098","23796.8631782241","24999.1094902295","26273.5605943315","26805.2777067911","24896.6322104969","24642.9814896083","24707.7013009649","24203.4303965572","24174.6275868041","24169.9891770895","24984.7430385784","26056.1091015604","27267.3226459382","28287.9728091814","29412.2198169457","27002.0138496226","32060.2834106228","34302.1132221556","",
"Haiti","HTI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3612.81510511011","3607.45162819402","3349.66176212358","3107.4559142377","2684.87151399237","2895.97962847157","2960.28740865608","2984.81941551021","2994.80686448986","3020.49959299325","2991.64616245386","2928.32559156292","2907.94256200219","2957.70169157129","2870.11520779468","2909.45734664106","2911.58577058648","2998.6112550698","3028.67100121189","3155.85667551441","2943.54950304362","3058.98691679823","3027.45025350923","3111.39031031197","3154.68399817909","3153.11956867416","3165.29569175721","3200.04218273139","3209.42962946008","3112.29594285181","2970.46284530554","2881.17657533149","2799.11256134589","",
"Hungary","HUN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16426.9432401155","15929.8252433306","15856.1234820726","16345.787262201","16612.3735831047","16654.6477882916","17212.7654672528","17925.7250664375","18528.6389715176","19408.9249413897","20246.0486293091","21266.4421601586","22196.3769666499","23358.8899936078","24410.484622859","25413.2805443822","25523.2788825155","25824.696861006","24158.2118810771","24473.4665825003","25001.0893479126","24816.3498190242","25333.3341358242","26476.7206732233","27523.6850352056","28212.6175586953","29496.1684526324","31117.2834136694","32645.6690083354","31232.1061318869","33583.7922067349","35356.7815310967","",
"IBRD only","IBD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5150.53893110356","5087.11372955906","5031.8724465921","5081.01705979879","5119.8860496547","5228.12452729775","5418.4491503417","5600.33135586872","5636.20982424496","5776.16078744587","6036.95450997494","6177.75330414974","6379.32855089213","6681.41397656297","7101.70789192625","7506.90987282109","8016.35238081837","8604.6837108125","8976.51121427229","9072.10802982051","9642.42740643613","10105.4638207593","10515.0011866992","10909.0682492688","11282.3573270192","11637.3089477792","12048.6296468367","12545.6494291113","13035.0117871933","13416.0042920417","13056.5096912965","13922.320564978","14384.2822786842","",
